model,display_name,sequence_idx,subtask_idx,subtask,language,num_actions,num_chunks,success,steps,mean_action_delta_l2_first6,q90_action_delta_l2_first6,mean_chunk_boundary_jump_l2_first6,q90_chunk_boundary_jump_l2_first6,mean_action_norm_l2_first6,mean_abs_gripper
act_lang_B_100k,ACT-Lang-B 100k,94,1,push_pink_block_right,go push the pink block right,154,7,True,154,0.037899633889311765,0.0713992491364479,0.22120587279399237,0.350042387843132,0.2221021827358704,1.0
act_lang_B_100k,ACT-Lang-B 100k,94,2,lift_blue_block_slider,lift the blue block from the sliding cabinet,360,15,False,360,0.061637082286334716,0.08859210163354872,0.5232504074062619,0.7319139182567597,0.36216967456663646,1.0
act_lang_B_100k,ACT-Lang-B 100k,95,1,rotate_pink_block_right,take the pink block and rotate it to the right,360,15,False,360,0.0601745084801061,0.0828283280134201,0.5819890765207154,0.9937951982021332,0.3430136119118995,1.0
act_lang_B_100k,ACT-Lang-B 100k,96,1,close_drawer,push the handle to close the drawer,49,2,True,49,0.04212666481422881,0.07785099670290951,0.18539947271347046,0.18539947271347046,0.6303586187411327,1.0
act_lang_B_100k,ACT-Lang-B 100k,96,2,move_slider_right,push the sliding door to the right side,360,15,False,360,0.05690742487445847,0.08884657472372055,0.4141257937465395,0.5321842968463898,0.31366621957470975,1.0
act_lang_B_100k,ACT-Lang-B 100k,97,1,lift_pink_block_table,grasp and lift the pink block,360,15,False,360,0.07029396714512934,0.10508840382099152,0.5601490693432944,0.7448337793350219,0.33574612786372504,1.0
act_lang_B_100k,ACT-Lang-B 100k,98,1,close_drawer,push the handle to close the drawer,44,2,True,44,0.05511708302033502,0.09270302206277847,0.3123137354850769,0.3123137354850769,0.6295737519182942,1.0
act_lang_B_100k,ACT-Lang-B 100k,98,2,move_slider_left,push the sliding door to the left side,360,15,False,360,0.050802751120003486,0.0694435253739357,0.4396266575370516,0.581431132555008,0.23704979624599218,1.0
act_lang_B_100k,ACT-Lang-B 100k,99,1,move_slider_left,push the sliding door to the left side,360,15,False,360,0.07362197007994299,0.11124677956104274,0.4405795325125967,0.6338468432426453,0.35584138297579354,1.0
act_lang_B_100k,ACT-Lang-B 100k,100,1,rotate_red_block_right,take the red block and rotate it to the right,360,15,False,360,0.07787137943473035,0.12471649944782257,0.5518889224955014,0.877001440525055,0.5255649113406737,1.0
act_lang_B_100k,ACT-Lang-B 100k,101,1,open_drawer,pull the handle to open the drawer,360,15,False,360,0.05664735304030867,0.08668115586042403,0.4569142482110432,0.6983201324939728,0.35378737106091446,1.0
act_lang_B_100k,ACT-Lang-B 100k,102,1,move_slider_left,push the sliding door to the left side,360,15,False,360,0.042166057321655466,0.06899765282869338,0.23048291408589908,0.37813940048217787,0.25464865650671226,1.0
act_lang_B_100k,ACT-Lang-B 100k,103,1,open_drawer,pull the handle to open the drawer,360,15,False,360,0.058750827114479126,0.08883325308561325,0.38486277631350924,0.5521305322647095,0.31309885196387766,1.0
act_lang_B_100k,ACT-Lang-B 100k,104,1,push_red_block_right,go push the red block right,360,15,False,360,0.04552230573827427,0.07056534737348556,0.30788686286125866,0.44475065469741826,0.25627332348376514,1.0
act_lang_B_100k,ACT-Lang-B 100k,105,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.054461104430849755,0.09983439445495604,0.2619151898792812,0.35734616518020634,0.30961453462433486,1.0
act_lang_B_100k,ACT-Lang-B 100k,106,1,turn_off_led,press the button to turn off the led light,360,15,False,360,0.060854844512900436,0.09112106561660765,0.5304016279322761,0.893213748931885,0.4135839282017615,1.0
act_lang_B_100k,ACT-Lang-B 100k,107,1,open_drawer,pull the handle to open the drawer,360,15,False,360,0.05918417988127113,0.08850598186254502,0.291859219116824,0.4235457479953766,0.26581771468950643,1.0
act_lang_B_100k,ACT-Lang-B 100k,108,1,move_slider_left,push the sliding door to the left side,360,15,False,360,0.06483427204793542,0.08206571787595748,0.48663461208343506,0.7197773337364197,0.3235065087365607,1.0
act_lang_B_100k,ACT-Lang-B 100k,109,1,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.0403942299882225,0.0596097856760025,0.3415763143982206,0.479427781701088,0.2763402277396785,1.0
act_lang_B_100k,ACT-Lang-B 100k,110,1,push_pink_block_right,go push the pink block right,360,15,False,360,0.051678079355528844,0.07120448797941208,0.3992173469492367,0.6271363496780397,0.2603851289074454,1.0
act_lang_B_100k,ACT-Lang-B 100k,111,1,lift_red_block_table,grasp and lift the red block,113,5,True,113,0.0571256686110116,0.08432847931981091,0.44443240761756897,0.6143845140933991,0.38767055929762073,1.0
act_lang_B_100k,ACT-Lang-B 100k,111,2,place_in_slider,store the grasped block in the sliding cabinet,360,15,False,360,0.05378133673635947,0.09300552904605865,0.3849065899848938,0.5307423949241639,0.3073358867524399,1.0
act_lang_B_100k,ACT-Lang-B 100k,112,1,move_slider_left,push the sliding door to the left side,360,15,False,360,0.0695505500913787,0.09821992665529249,0.4995890845145498,0.9167759597301485,0.42107158390184246,1.0
act_lang_B_100k,ACT-Lang-B 100k,113,1,push_red_block_right,go push the red block right,68,3,True,68,0.034112685777024546,0.06195513531565666,0.2584168091416359,0.352819187939167,0.34080006335588064,1.0
act_lang_B_100k,ACT-Lang-B 100k,113,2,move_slider_right,push the sliding door to the right side,360,15,False,360,0.04965093138129619,0.09109264612197875,0.2395272765840803,0.35336728394031536,0.2669341618816058,1.0
act_lang_B_100k,ACT-Lang-B 100k,114,1,rotate_blue_block_right,take the blue block and rotate it to the right,360,15,False,360,0.06265551732168183,0.09009934067726134,0.49970397459609167,0.902214151620865,0.37166991229686475,1.0
act_lang_B_100k,ACT-Lang-B 100k,115,1,lift_red_block_slider,lift the red block from the sliding cabinet,57,3,True,57,0.0470449673843437,0.09151942655444145,0.26933446526527405,0.2777274906635284,0.42228713736199497,1.0
act_lang_B_100k,ACT-Lang-B 100k,115,2,place_in_drawer,store the grasped block in the drawer,360,15,False,360,0.053422790900142576,0.08021969795227049,0.3844572603702545,0.5553003251552583,0.32139431674861246,1.0
act_lang_B_100k,ACT-Lang-B 100k,116,1,push_pink_block_left,go push the pink block left,207,9,True,207,0.0579558205451744,0.10305365920066833,0.36458497680723667,0.5590068101882935,0.31643740283910204,1.0
act_lang_B_100k,ACT-Lang-B 100k,116,2,close_drawer,push the handle to close the drawer,61,3,True,61,0.053587167516040306,0.09486146867275239,0.1910129338502884,0.25937089025974275,0.44216568059608585,1.0
act_lang_B_100k,ACT-Lang-B 100k,116,3,lift_blue_block_table,grasp and lift the blue block,360,15,False,360,0.04960175255614444,0.07897239178419113,0.4050661932144846,0.5129836767911912,0.25883102987168566,1.0
act_lang_B_100k,ACT-Lang-B 100k,117,1,push_red_block_left,go push the red block left,360,15,False,360,0.03934345444311546,0.06140746846795082,0.3214515692421368,0.4627666383981706,0.19769633119511937,1.0
act_lang_B_100k,ACT-Lang-B 100k,118,1,push_pink_block_right,go push the pink block right,360,15,False,360,0.04719926037081105,0.07128277719020842,0.3428556014384542,0.5955557942390443,0.2615394863196545,1.0
act_lang_B_100k,ACT-Lang-B 100k,119,1,rotate_red_block_left,take the red block and rotate it to the left,360,15,False,360,0.06611819488507459,0.1107895031571388,0.4697183955992971,0.688018834590912,0.49791768919676543,1.0
act_lang_B_100k,ACT-Lang-B 100k,120,1,move_slider_right,push the sliding door to the right side,63,3,True,63,0.03260490569406219,0.046034626662731164,0.18591951392591,0.288105533644557,0.35608705996520934,1.0
act_lang_B_100k,ACT-Lang-B 100k,120,2,push_blue_block_right,go push the blue block right,360,15,False,360,0.0573760858830324,0.0979486122727394,0.427605328815324,0.6417607069015504,0.2860254937886364,1.0
act_lang_B_100k,ACT-Lang-B 100k,121,1,open_drawer,pull the handle to open the drawer,360,15,False,360,0.05706600503850739,0.09499962329864499,0.3101742256964956,0.46612837314605715,0.35772743351343606,1.0
act_lang_B_100k,ACT-Lang-B 100k,122,1,turn_off_led,press the button to turn off the led light,360,15,False,360,0.050949670946417495,0.08190477937459945,0.37590270808764864,0.5789915978908539,0.25044785092274346,1.0
act_lang_B_100k,ACT-Lang-B 100k,123,1,rotate_pink_block_left,take the pink block and rotate it to the left,304,13,True,304,0.07778331734356854,0.13224405348300933,0.5638710632920265,0.9289021134376526,0.4987928815872261,1.0
act_lang_B_100k,ACT-Lang-B 100k,123,2,close_drawer,push the handle to close the drawer,116,5,True,116,0.07379197306607081,0.10520467609167101,0.5439898818731308,0.6050358772277832,0.4592788326072282,1.0
act_lang_B_100k,ACT-Lang-B 100k,123,3,turn_on_led,press the button to turn on the led light,360,15,False,360,0.07872921446582153,0.09353038519620896,0.6377590554101127,0.7907040536403656,0.4133727016237875,1.0
act_lang_B_100k,ACT-Lang-B 100k,124,1,move_slider_right,push the sliding door to the right side,360,15,False,360,0.06474484331986262,0.11171822547912598,0.3065116511923926,0.5709898322820666,0.42318519251421094,1.0
act_lang_B_100k,ACT-Lang-B 100k,125,1,open_drawer,pull the handle to open the drawer,360,15,False,360,0.05270443875264781,0.07972694784402846,0.3876549239669527,0.5356681168079376,0.27976749857059785,1.0
act_lang_B_100k,ACT-Lang-B 100k,126,1,push_pink_block_left,go push the pink block left,360,15,False,360,0.0417555261047915,0.06446950882673264,0.2760989373283727,0.4555141657590867,0.23320158274016448,1.0
act_lang_B_100k,ACT-Lang-B 100k,127,1,rotate_pink_block_right,take the pink block and rotate it to the right,360,15,False,360,0.04747528418078811,0.06463386714458465,0.40248426369258333,0.660669493675232,0.32388176280591224,1.0
act_lang_B_100k,ACT-Lang-B 100k,128,1,open_drawer,pull the handle to open the drawer,46,2,True,46,0.042265686196171576,0.06859150230884552,0.1184176430106163,0.1184176430106163,0.4424903930529304,1.0
act_lang_B_100k,ACT-Lang-B 100k,128,2,turn_on_led,press the button to turn on the led light,360,15,False,360,0.06885011443572539,0.10697569400072096,0.5697224267891475,0.9614846944808962,0.3476392773911357,1.0
act_lang_B_100k,ACT-Lang-B 100k,129,1,turn_off_led,press the button to turn off the led light,360,15,False,360,0.05758613115695401,0.0908761292695999,0.40890511125326157,0.7471968591213227,0.31616739308358066,1.0
act_lang_B_100k,ACT-Lang-B 100k,130,1,lift_blue_block_slider,lift the blue block from the sliding cabinet,360,15,False,360,0.07925181026495266,0.10435852408409117,0.6630592559065137,0.7576850056648254,0.3764939821842644,1.0
act_lang_B_100k,ACT-Lang-B 100k,131,1,lift_red_block_slider,lift the red block from the sliding cabinet,360,15,False,360,0.04616814256129491,0.0711869567632675,0.35032739703144344,0.6225117862224581,0.32363228444010017,1.0
act_lang_B_100k,ACT-Lang-B 100k,132,1,move_slider_left,push the sliding door to the left side,360,15,False,360,0.0491654819427551,0.06867541968822477,0.3396504723599979,0.51117302775383,0.2908911317379938,1.0
act_lang_B_100k,ACT-Lang-B 100k,133,1,close_drawer,push the handle to close the drawer,40,2,True,40,0.05347623566213327,0.07019046396017076,0.38450443744659424,0.38450443744659424,0.6848174691200256,1.0
act_lang_B_100k,ACT-Lang-B 100k,133,2,push_red_block_left,go push the red block left,360,15,False,360,0.05000410435985888,0.06712315529584885,0.4014800542167255,0.6158865749835968,0.2518259053428968,1.0
act_lang_B_100k,ACT-Lang-B 100k,134,1,lift_blue_block_slider,lift the blue block from the sliding cabinet,160,7,True,160,0.0475955697350532,0.07926462143659592,0.233672255029281,0.3603511452674866,0.2951657120371237,1.0
act_lang_B_100k,ACT-Lang-B 100k,134,2,place_in_drawer,store the grasped block in the drawer,51,3,True,51,0.049985911846160885,0.07692421749234199,0.27478519827127457,0.3387405231595039,0.5966078960428051,1.0
act_lang_B_100k,ACT-Lang-B 100k,134,3,turn_off_led,press the button to turn off the led light,360,15,False,360,0.0730752178939957,0.1123779073357582,0.5564219185284206,0.9841682851314546,0.36530053400331075,1.0
act_lang_B_100k,ACT-Lang-B 100k,135,1,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.0660592567494715,0.10922243595123288,0.3800743158374514,0.5841314733028412,0.41221901612977185,1.0
act_lang_B_100k,ACT-Lang-B 100k,136,1,lift_blue_block_slider,lift the blue block from the sliding cabinet,360,15,False,360,0.09167473148398911,0.1313652992248535,0.6617315198693957,0.8012389361858369,0.44562060967501665,1.0
act_lang_B_100k,ACT-Lang-B 100k,137,1,open_drawer,pull the handle to open the drawer,47,2,True,47,0.041031921160933765,0.06955016404390335,0.18555156886577606,0.18555156886577606,0.4496100316656397,1.0
act_lang_B_100k,ACT-Lang-B 100k,137,2,turn_on_led,press the button to turn on the led light,360,15,False,360,0.044488100498437384,0.07072164565324783,0.273102307426078,0.4301178008317948,0.2809009075268275,1.0
act_lang_B_100k,ACT-Lang-B 100k,138,1,push_red_block_left,go push the red block left,61,3,True,61,0.040302285676201186,0.051012713089585306,0.3081282898783684,0.39874147027730944,0.3340768105671054,1.0
act_lang_B_100k,ACT-Lang-B 100k,138,2,move_slider_left,push the sliding door to the left side,360,15,False,360,0.04681358713407619,0.08414642512798307,0.25487321083034786,0.36489143371582033,0.304111242480576,1.0
act_lang_B_100k,ACT-Lang-B 100k,139,1,rotate_red_block_left,take the red block and rotate it to the left,360,15,False,360,0.06761128704444944,0.11991833746433257,0.4495921390397208,0.7669312298297883,0.5438504330606924,1.0
act_lang_B_100k,ACT-Lang-B 100k,140,1,move_slider_left,push the sliding door to the left side,360,15,False,360,0.05043641417118666,0.0754233404994011,0.3517660115446363,0.5531798899173738,0.2622888379005922,1.0
act_lang_B_100k,ACT-Lang-B 100k,141,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.055038699247254304,0.08421096503734585,0.3786984511784145,0.4982591062784195,0.291913204267621,1.0
act_lang_B_100k,ACT-Lang-B 100k,142,1,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.04795677410983441,0.07180996686220169,0.3077013833182199,0.4991109400987625,0.3122002537155317,1.0
act_lang_B_100k,ACT-Lang-B 100k,143,1,turn_off_led,press the button to turn off the led light,360,15,False,360,0.06050756312310073,0.09988106936216354,0.3983946219086647,0.5541975378990174,0.3111698164294163,1.0
act_lang_B_100k,ACT-Lang-B 100k,144,1,rotate_red_block_right,take the red block and rotate it to the right,360,15,False,360,0.07891039123037483,0.12335508763790126,0.5367861911654472,0.8224060833454132,0.4337976382424434,1.0
act_lang_B_100k,ACT-Lang-B 100k,145,1,rotate_pink_block_right,take the pink block and rotate it to the right,360,15,False,360,0.05561566119624463,0.10655524581670757,0.32504869039569584,0.4967259883880616,0.33405964414899547,1.0
act_lang_B_100k,ACT-Lang-B 100k,146,1,move_slider_right,push the sliding door to the right side,360,15,False,360,0.0475572232704371,0.08318756520748138,0.2287226447037288,0.319600772857666,0.2690559475889636,1.0
act_lang_B_100k,ACT-Lang-B 100k,147,1,push_pink_block_right,go push the pink block right,360,15,False,360,0.051189960559056995,0.07763948738574981,0.33872745292527334,0.5896015584468842,0.27993330782693293,1.0
act_lang_B_100k,ACT-Lang-B 100k,148,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.05201949727848629,0.0861305370926857,0.3802040708916528,0.5615026712417603,0.2725581824986471,1.0
act_lang_B_100k,ACT-Lang-B 100k,149,1,lift_blue_block_table,grasp and lift the blue block,360,15,False,360,0.04687808034098435,0.0710057333111763,0.33898614001061234,0.5374952912330627,0.23629643161677652,1.0
act_lang_B_100k,ACT-Lang-B 100k,150,1,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.029457931819275893,0.050070548802614204,0.171259966013687,0.33118606209754947,0.2190612179123693,1.0
act_lang_B_100k,ACT-Lang-B 100k,151,1,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.0688666216886413,0.10715084373950956,0.41307136309998377,0.57574622631073,0.43377551827579736,1.0
act_lang_B_100k,ACT-Lang-B 100k,152,1,open_drawer,pull the handle to open the drawer,52,3,True,52,0.0557947875931859,0.09357725828886032,0.25724201649427414,0.3257950648665428,0.5010951003776147,1.0
act_lang_B_100k,ACT-Lang-B 100k,152,2,turn_on_led,press the button to turn on the led light,360,15,False,360,0.06797985768355533,0.09470850229263303,0.5012020287769181,0.7934657216072083,0.32324396825085083,1.0
act_lang_B_100k,ACT-Lang-B 100k,153,1,turn_on_led,press the button to turn on the led light,360,15,False,360,0.04825283316143044,0.06925532966852188,0.3692124629659312,0.46991339027881623,0.2615474920305941,1.0
act_lang_B_100k,ACT-Lang-B 100k,154,1,turn_on_lightbulb,use the switch to turn on the light bulb,360,15,False,360,0.030936322562801225,0.049024286866188045,0.1656738900180374,0.24765354692935948,0.2041041417306082,1.0
act_lang_B_100k,ACT-Lang-B 100k,155,1,turn_off_led,press the button to turn off the led light,360,15,False,360,0.04638714139274527,0.07676414549350738,0.31329392216035296,0.5162668675184251,0.3214233442520102,1.0
